ticker,nome,scenario,net_signal,E_ret,VaR_5,prob_pos,P5,P95
ZC=F,Corn,Pessimistic,-0.24000000000000005,-3.0613383772204292,-12.520193005839197,29.34,-12.520193005839197,6.697844056526417
ZO=F,Oat,Base,0,5.8660744599018875,-10.75864550176881,70.24000000000001,-10.75864550176881,24.681400220076615
KE=F,HRW Wheat,Base,0.039999999999999994,6.856414181074608,-7.012834021338026,78.53999999999999,-7.012834021338026,22.14123105432038
ZR=F,Rough Rice,Base,0,2.905900931798841,-12.898903185631308,60.06,-12.898903185631308,20.14443721285293
GF=F,Feeder Cattle,Optimistic,0.24,9.613441938948206,0.4897193704904357,95.89999999999999,0.4897193704904357,19.17214243650018
ZS=F,Soybeans,Base,-0.09000000000000001,0.34028494949131183,-7.130949531005666,51.82,-7.130949531005666,8.45405591328168
ZM=F,Soybean Meal,Base,0.039999999999999994,-0.17587281288499623,-10.262670046570609,48.38,-10.262670046570609,10.345451441826736
ZL=F,Soybean Oil,Base,-0.14000000000000004,8.267954513686558,-3.7895793928983217,85.54,-3.7895793928983217,21.300319296885004
